id,body,date,amount,sender,recipient_name,recipient_phone,fee,new_balance,transaction_type
1462,"*165*S*1500 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-12-10 13:40:07 . Fee was: 100 RWF. New balance: 7142 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-10 11:40:07",1500,"unknown sender","linda green",250791666666,100,7142,"Transfer to Mobile"
1463,"*165*S*7000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-12-11 13:34:41 . Fee was: 100 RWF. New balance: 3042 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-11 11:34:41",7000,"unknown sender","alex doe",250790777777,100,3042,"Transfer to Mobile"
1464,"*162*TxId:17344287393*S*Your payment of 4000 RWF to MTN Cash Power with token 13020-24529-63630-27675 has been completed at 2024-12-10 00:40:41. Fee was 0 RWF. Your new balance: 742 RWF . Message: - -. *EN#","2024-12-09 22:40:41",4000,"unknown sender","mtn cash power with token",13020,0,742,"Payment to Code Holder"
1465,"*165*S*10000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-12-11 14:58:40 . Fee was: 100 RWF. New balance: 2942 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-11 12:58:40",10000,"unknown sender","samuel carter",250790777777,100,2942,"Transfer to Mobile"
1466,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-12-11 17:29:34. Your NEW BALANCE :52942 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-11 15:29:34",50000,"unknown sender","your mobile money account at",2024,0,52942,"Bank Deposit"
1467,"*165*S*10000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-12-11 17:30:04 . Fee was: 100 RWF. New balance: 42842 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-11 15:30:04",10000,"unknown sender","alex doe",250790777777,100,42842,"Transfer to Mobile"
1468,"TxId: 86771299813. Your payment of 2,200 RWF to Samuel Carter 52782 has been completed at 2024-12-11 21:06:07. Your new balance: 40,642 RWF. Fee was 0 RWF.","2024-12-11 19:06:07",2200,"unknown sender","samuel carter",52782,0,40642,"Payment to Code Holder"
1469,"TxId: 45962008824. Your payment of 5,000 RWF to Robert Brown 82501 has been completed at 2024-12-12 20:44:37. Your new balance: 35,142 RWF. Fee was 0 RWF.","2024-12-12 18:44:37",5000,"unknown sender","robert brown",82501,0,35142,"Payment to Code Holder"
1470,"*165*S*150000 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-12-12 11:12:32 . Fee was: 250 RWF. New balance: 90392 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-12 09:12:32",150000,"unknown sender","linda green",250790777777,250,90392,"Transfer to Mobile"
1471,"*165*S*50000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-12-12 11:13:44 . Fee was: 250 RWF. New balance: 40142 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-12 09:13:44",50000,"unknown sender","samuel carter",250790777777,250,40142,"Transfer to Mobile"
1472,"*113*R*A bank deposit of 200000 RWF has been added to your mobile money account at 2024-12-12 11:10:37. Your NEW BALANCE :240642 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-12 09:10:37",200000,"unknown sender","your mobile money account at",2024,0,240642,"Bank Deposit"
1473,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-12-13 13:00:38. Your NEW BALANCE :85142 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-13 11:00:38",50000,"unknown sender","your mobile money account at",2024,0,85142,"Bank Deposit"
1474,"*165*S*30000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-12-13 13:01:14 . Fee was: 250 RWF. New balance: 54892 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 11:01:14",30000,"unknown sender","alex doe",250790777777,250,54892,"Transfer to Mobile"
1475,"*165*S*2000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-12-13 18:26:41 . Fee was: 100 RWF. New balance: 49792 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 16:26:41",2000,"unknown sender","robert brown",250790777777,100,49792,"Transfer to Mobile"
1476,"*165*S*10000 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-12-13 18:55:21 . Fee was: 100 RWF. New balance: 39692 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 16:55:21",10000,"unknown sender","robert brown",250788999999,100,39692,"Transfer to Mobile"
1477,"You have received 135179 RWF from Jane Smith (*********683) on your mobile money account at 2024-12-13 19:00:25. Message from sender: . Your new balance:174871 RWF. Financial Transaction Id: 64379934012.","2024-12-13 17:00:25",135179,"jane smith",unknown,N/A,0,174871,"Incoming Money"
1478,"*165*S*20000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-12-13 22:32:19 . Fee was: 250 RWF. New balance: 54371 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 20:32:19",20000,"unknown sender","jane smith",250790777777,250,54371,"Transfer to Mobile"
1479,"*162*TxId:17417124626*S*Your payment of 3000 RWF to Bundles and Packs with token  has been completed at 2024-12-13 16:30:08. Fee was 0 RWF. Your new balance: 51892 RWF . Message: - -. *EN#","2024-12-13 14:30:08",3000,"unknown sender","bundles and packs with token  has been completed at",2024,0,51892,"Payment to Code Holder"
1480,"*165*S*100000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-12-13 19:02:25 . Fee was: 250 RWF. New balance: 74621 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 17:02:25",100000,"unknown sender","robert brown",250790777777,250,74621,"Transfer to Mobile"
1481,"*165*S*11000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-12-14 01:26:08 . Fee was: 250 RWF. New balance: 37001 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 23:26:08",11000,"unknown sender","alex doe",250789888888,250,37001,"Transfer to Mobile"
1482,"*165*S*1000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-12-14 00:49:44 . Fee was: 20 RWF. New balance: 48251 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 22:49:44",1000,"unknown sender","alex doe",250789888888,20,48251,"Transfer to Mobile"
1483,"*165*S*5000 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-12-14 00:45:48 . Fee was: 100 RWF. New balance: 49271 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-13 22:45:48",5000,"unknown sender","linda green",250791666666,100,49271,"Transfer to Mobile"
1484,"*165*S*2000 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-12-14 17:32:55 . Fee was: 100 RWF. New balance: 34901 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-14 15:32:55",2000,"unknown sender","linda green",250790777777,100,34901,"Transfer to Mobile"
1485,"*165*S*25000 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-12-14 17:34:30 . Fee was: 250 RWF. New balance: 9651 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-14 15:34:30",25000,"unknown sender","jane smith",250791666666,250,9651,"Transfer to Mobile"
1486,"TxId: 84054827778. Your payment of 35,000 RWF to Jane Smith 15196 has been completed at 2024-12-14 23:19:53. Your new balance: 100,291 RWF. Fee was 0 RWF.","2024-12-14 21:19:53",35000,"unknown sender","jane smith",15196,0,100291,"Payment to Code Holder"
1487,"You have received 135140 RWF from Linda Green (*********683) on your mobile money account at 2024-12-14 23:18:23. Message from sender: . Your new balance:135291 RWF. Financial Transaction Id: 96265284937.","2024-12-14 21:18:23",135140,"linda green",unknown,N/A,0,135291,"Incoming Money"
1488,"*165*S*10000 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-12-15 15:01:51 . Fee was: 100 RWF. New balance: 69691 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-15 13:01:51",10000,"unknown sender","jane smith",250791666666,100,69691,"Transfer to Mobile"
1489,"TxId: 16767909062. Your payment of 9,500 RWF to Robert Brown 39839 has been completed at 2024-12-14 19:05:08. Your new balance: 151 RWF. Fee was 0 RWF.","2024-12-14 17:05:08",9500,"unknown sender","robert brown",39839,0,151,"Payment to Code Holder"
1490,"TxId: 88725319180. Your payment of 20,500 RWF to Jane Smith 38526 has been completed at 2024-12-15 00:31:55. Your new balance: 79,791 RWF. Fee was 0 RWF.","2024-12-14 22:31:55",20500,"unknown sender","jane smith",38526,0,79791,"Payment to Code Holder"
1491,"You have received 8000 RWF from Samuel Carter (*********613) on your mobile money account at 2024-12-15 16:02:32. Message from sender: . Your new balance:63991 RWF. Financial Transaction Id: 56170688559.","2024-12-15 14:02:32",8000,"samuel carter",unknown,N/A,0,63991,"Incoming Money"
1493,"You have received 21800 RWF from Samuel Carter (*********711) on your mobile money account at 2024-12-15 16:04:07. Message from sender: . Your new balance:54791 RWF. Financial Transaction Id: 25634019489.","2024-12-15 14:04:07",21800,"samuel carter",unknown,N/A,0,54791,"Incoming Money"
1494,"TxId: 17878271668. Your payment of 30,500 RWF to Linda Green 38097 has been completed at 2024-12-15 18:29:49. Your new balance: 24,291 RWF. Fee was 0 RWF.","2024-12-15 16:29:49",30500,"unknown sender","linda green",38097,0,24291,"Payment to Code Holder"
1495,"*165*S*4000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-12-15 20:49:40 . Fee was: 100 RWF. New balance: 20191 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-15 18:49:40",4000,"unknown sender","linda green",250788999999,100,20191,"Transfer to Mobile"
1496,"*165*S*9000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-12-15 15:57:54 . Fee was: 100 RWF. New balance: 55991 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-15 13:57:54",9000,"unknown sender","jane smith",250790777777,100,55991,"Transfer to Mobile"
1497,"*164*S*Y'ello,A transaction of 10000 RWF by Data Bundle MTN on your MOMO account was successfully completed at 2024-12-16 08:58:31. Message from debit receiver: . Your new balance:10191 RWF. Fee was 0 RWF. Financial Transaction Id: 17469774285. External Transaction Id: 17343322613083864.*EN#","2024-12-16 06:58:31",10000,"unknown sender",unknown,N/A,0,10191,"Internet/Voice Bundle Purchase"
1498,"*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-12-16 10:53:25. Your NEW BALANCE :30191 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-16 08:53:25",20000,"unknown sender","your mobile money account at",2024,0,30191,"Bank Deposit"
1499,"TxId: 35727276550. Your payment of 25,300 RWF to Robert Brown 55886 has been completed at 2024-12-16 10:54:09. Your new balance: 4,891 RWF. Fee was 0 RWF.","2024-12-16 08:54:09",25300,"unknown sender","robert brown",55886,0,4891,"Payment to Code Holder"
1500,"*165*S*200 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-12-16 10:56:31 . Fee was: 20 RWF. New balance: 4671 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-16 08:56:31",200,"unknown sender","alex doe",250791666666,20,4671,"Transfer to Mobile"
1501,"*165*S*4000 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-12-16 12:06:46 . Fee was: 100 RWF. New balance: 571 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-16 10:06:46",4000,"unknown sender","samuel carter",250789888888,100,571,"Transfer to Mobile"
1502,"*165*S*6000 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-12-17 08:28:01 . Fee was: 100 RWF. New balance: 129592 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-17 06:28:01",6000,"unknown sender","jane smith",250791666666,100,129592,"Transfer to Mobile"
1503,"*165*S*4500 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-12-15 15:08:41 . Fee was: 100 RWF. New balance: 65091 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-15 13:08:41",4500,"unknown sender","jane smith",250791666666,100,65091,"Transfer to Mobile"
1504,"TxId: 77222748548. Your payment of 31,000 RWF to Samuel Carter 14652 has been completed at 2024-12-15 16:03:25. Your new balance: 32,991 RWF. Fee was 0 RWF.","2024-12-15 14:03:25",31000,"unknown sender","samuel carter",14652,0,32991,"Payment to Code Holder"
1505,"TxId: 34560987595. Your payment of 40,000 RWF to Alex Doe 35852 has been completed at 2024-12-17 08:54:16. Your new balance: 89,592 RWF. Fee was 0 RWF.","2024-12-17 06:54:16",40000,"unknown sender","alex doe",35852,0,89592,"Payment to Code Holder"
1506,"TxId: 64898321363. Your payment of 11,750 RWF to Robert Brown 37855 has been completed at 2024-12-17 14:51:29. Your new balance: 77,842 RWF. Fee was 0 RWF.","2024-12-17 12:51:29",11750,"unknown sender","robert brown",37855,0,77842,"Payment to Code Holder"
1507,"*165*S*7000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-12-17 18:55:39 . Fee was: 100 RWF. New balance: 67642 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-17 16:55:39",7000,"unknown sender","alex doe",250789888888,100,67642,"Transfer to Mobile"
1508,"*165*S*1000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-12-02 19:02:17 . Fee was: 20 RWF. New balance: 82924 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-02 17:02:17",1000,"unknown sender","jane smith",250789888888,20,82924,"Transfer to Mobile"
1509,"*165*S*1500 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-12-17 16:33:22 . Fee was: 100 RWF. New balance: 74742 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-17 14:33:22",1500,"unknown sender","samuel carter",250791666666,100,74742,"Transfer to Mobile"
1510,"TxId: 57516315891. Your payment of 3,500 RWF to Jane Smith 47279 has been completed at 2024-12-18 22:15:47. Your new balance: 28,292 RWF. Fee was 0 RWF.","2024-12-18 20:15:47",3500,"unknown sender","jane smith",47279,0,28292,"Payment to Code Holder"
1511,"*165*S*1500 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-12-19 11:46:25 . Fee was: 100 RWF. New balance: 26692 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-19 09:46:25",1500,"unknown sender","linda green",250791666666,100,26692,"Transfer to Mobile"
1512,"TxId: 60930083503. Your payment of 1,500 RWF to Robert Brown 43272 has been completed at 2024-12-19 12:21:23. Your new balance: 25,192 RWF. Fee was 0 RWF.","2024-12-19 10:21:23",1500,"unknown sender","robert brown",43272,0,25192,"Payment to Code Holder"
1513,"*165*S*10000 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-12-19 13:10:26 . Fee was: 100 RWF. New balance: 15092 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-19 11:10:26",10000,"unknown sender","linda green",250790777777,100,15092,"Transfer to Mobile"
1514,"TxId: 76380162722. Your payment of 1,500 RWF to Alex Doe 48372 has been completed at 2024-12-17 14:58:14. Your new balance: 76,342 RWF. Fee was 0 RWF.","2024-12-17 12:58:14",1500,"unknown sender","alex doe",48372,0,76342,"Payment to Code Holder"
1515,"You have received 135121 RWF from Linda Green (*********683) on your mobile money account at 2024-12-17 08:18:54. Message from sender: . Your new balance:135692 RWF. Financial Transaction Id: 31316222684.","2024-12-17 06:18:54",135121,"linda green",unknown,N/A,0,135692,"Incoming Money"
1516,"*165*S*10000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-12-18 16:03:28 . Fee was: 100 RWF. New balance: 57542 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-18 14:03:28",10000,"unknown sender","alex doe",250788999999,100,57542,"Transfer to Mobile"
1517,"*165*S*5000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-12-19 23:03:58 . Fee was: 100 RWF. New balance: 9992 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-19 21:03:58",5000,"unknown sender","samuel carter",250790777777,100,9992,"Transfer to Mobile"
1518,"*165*S*12000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-12-21 00:31:47 . Fee was: 250 RWF. New balance: 7742 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-20 22:31:47",12000,"unknown sender","robert brown",250789888888,250,7742,"Transfer to Mobile"
1519,"*165*S*6000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-12-21 10:22:07 . Fee was: 100 RWF. New balance: 1642 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-21 08:22:07",6000,"unknown sender","alex doe",250789888888,100,1642,"Transfer to Mobile"
1520,"*113*R*A bank deposit of 15000 RWF has been added to your mobile money account at 2024-12-21 12:01:26. Your NEW BALANCE :16642 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-21 10:01:26",15000,"unknown sender","your mobile money account at",2024,0,16642,"Bank Deposit"
1521,"*165*S*10000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-12-21 12:02:10 . Fee was: 100 RWF. New balance: 6542 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-21 10:02:10",10000,"unknown sender","alex doe",250789888888,100,6542,"Transfer to Mobile"
1522,"TxId: 17798210186. Your payment of 2,200 RWF to Alex Doe 72364 has been completed at 2024-12-21 13:05:24. Your new balance: 4,342 RWF. Fee was 0 RWF.","2024-12-21 11:05:24",2200,"unknown sender","alex doe",72364,0,4342,"Payment to Code Holder"
